user_id,username,role,department,login_timestamp,login_hour,day_of_week,device_type,device_trusted,ip_address,country,city,vpn_used,failed_attempts,mfa_enabled,login_success,session_duration_minutes,privileged_account,critical_system_access,previous_risk_score,jit_requests_last_30_days,number_of_alerts,number_of_sessions,weekend_login,login_frequency_last_7_days,behavior_anomaly_score,risk_label
USR10237,lerickson,Admin,Finance,2026-04-11 13:09:54,10,Wednesday,Windows Laptop,True,216.83.214.212,India,Bengaluru,False,0,False,True,152,True,False,10.08,0,0,2,False,2,5.04,LOW
USR10238,sampsonjames,DBA,Finance,2026-02-01 19:47:04,8,Tuesday,Windows Laptop,True,202.88.89.204,India,Pune,False,0,True,False,168,True,False,8.75,0,1,0,False,18,12.38,LOW
USR10239,aprilreynolds,DBA,HR,2026-02-09 04:55:53,17,Friday,Linux Workstation,True,4.210.74.26,India,Bengaluru,False,0,True,True,467,True,False,3.99,1,0,0,False,20,5.0,LOW
USR10240,tylerweber,DBA,Operations,2026-02-07 03:45:27,16,Saturday,Linux Workstation,False,171.44.40.112,India,Bengaluru,True,4,False,False,135,True,False,52.7,1,3,9,True,4,73.35,MEDIUM
USR10241,david77,DBA,IT,2026-01-23 06:36:08,14,Saturday,Linux Workstation,True,155.92.113.157,India,Bengaluru,False,0,True,True,412,True,False,28.48,0,0,3,True,9,14.24,LOW
USR10242,lawrencerebecca,Developer,Operations,2026-03-22 11:18:04,13,Wednesday,MacBook,False,81.13.218.87,Russia,Moscow,True,3,True,True,335,False,True,43.51,5,2,4,False,5,67.75,MEDIUM
USR10243,briggslauren,DBA,Security,2026-04-22 22:02:38,17,Thursday,Mobile,True,96.149.48.45,India,Delhi,False,0,False,False,35,True,False,26.42,1,0,4,False,3,16.21,LOW
USR10244,jerry48,DBA,Finance,2026-05-22 00:14:48,9,Monday,Tablet,True,150.10.179.81,India,Bengaluru,False,1,False,True,114,True,False,10.02,0,1,3,False,11,18.01,LOW
USR10245,brandonwelch,Admin,Finance,2026-04-21 21:08:29,14,Tuesday,Linux Workstation,True,189.226.146.227,Singapore,Singapore,True,1,True,True,216,True,False,50.95,3,2,2,False,13,55.48,MEDIUM
USR10246,jasmine84,Developer,HR,2026-03-28 09:54:32,20,Friday,Mobile,False,174.245.139.213,India,Bengaluru,False,2,True,True,266,False,True,43.86,3,0,10,False,2,40.93,MEDIUM
USR10247,martinbrandon,Admin,Operations,2026-02-02 08:58:58,9,Wednesday,MacBook,True,9.206.220.146,India,Mumbai,False,0,False,True,213,True,False,11.63,0,0,2,False,15,5.82,LOW
USR10248,urodriguez,Admin,Operations,2026-04-12 23:05:30,17,Tuesday,Linux Workstation,False,194.116.77.85,Brazil,Sao Paulo,False,3,True,True,33,True,False,54.62,4,2,8,False,12,70.31,MEDIUM
USR10249,evansmegan,Developer,Operations,2026-03-05 01:48:12,17,Monday,Tablet,True,59.185.173.36,India,Mumbai,False,0,False,True,206,False,False,29.84,1,1,1,False,4,25.92,LOW
USR10250,jessicalane,Admin,IT,2026-04-01 00:33:48,18,Wednesday,MacBook,True,38.113.129.11,India,Bengaluru,False,0,True,False,171,True,False,28.24,1,1,0,False,15,25.12,LOW
USR10251,townsenddavid,Developer,HR,2026-01-17 05:11:20,8,Friday,Mobile,True,89.188.95.124,India,Bengaluru,False,1,True,False,165,False,False,29.3,1,0,5,False,5,22.65,LOW
USR10252,grahamphillip,SecurityAnalyst,IT,2026-02-10 08:43:03,15,Tuesday,Linux Workstation,True,60.55.184.100,India,Bengaluru,False,0,False,True,199,False,False,26.36,1,0,0,False,12,16.18,LOW
USR10253,frosternest,DBA,HR,2026-01-18 00:18:11,10,Monday,Windows Laptop,True,93.122.171.140,India,Delhi,False,1,True,True,471,True,False,7.85,1,0,0,False,15,11.93,LOW
USR10254,nicolejones,DBA,HR,2026-05-13 16:05:14,2,Saturday,Mobile,False,4.247.174.108,Brazil,Sao Paulo,True,8,True,True,425,True,True,73.06,3,3,11,True,15,109.53,HIGH
USR10255,waustin,Manager,Finance,2026-02-07 19:32:39,11,Thursday,Tablet,True,113.34.130.219,India,Hyderabad,False,1,False,True,342,False,False,15.98,0,0,2,False,8,12.99,LOW
USR10256,shaneburton,SecurityAnalyst,IT,2026-06-12 02:27:56,8,Tuesday,Windows Laptop,True,145.80.118.216,India,Mumbai,False,0,True,False,166,False,False,13.78,1,0,5,False,3,9.89,LOW
USR10257,kruegeremily,DBA,IT,2026-05-20 09:57:34,18,Monday,Windows Laptop,True,29.104.36.13,India,Delhi,True,1,False,False,293,True,True,44.73,2,0,7,False,16,33.36,MEDIUM
USR10258,iramsey,DBA,HR,2026-06-02 00:46:41,11,Tuesday,Linux Workstation,True,92.103.119.206,India,Delhi,False,1,False,True,202,True,False,7.62,0,1,3,False,12,16.81,LOW
USR10259,jessica99,SecurityAnalyst,Operations,2026-05-21 00:51:45,7,Sunday,Mobile,False,209.117.241.253,Singapore,Singapore,False,1,True,False,442,False,False,55.49,5,2,6,True,6,63.75,MEDIUM
USR10260,nicholaslopez,SecurityAnalyst,Security,2026-04-04 07:36:44,18,Sunday,Windows Laptop,True,43.164.95.109,India,Pune,False,0,True,True,83,False,False,17.73,0,0,3,True,7,8.87,LOW
USR10261,owensteven,SecurityAnalyst,HR,2026-06-01 08:40:34,8,Tuesday,Linux Workstation,True,130.205.12.117,India,Pune,False,0,True,True,174,False,False,26.14,0,1,1,False,12,21.07,LOW
USR10262,thomas29,Admin,Operations,2026-02-10 21:20:57,12,Friday,MacBook,True,170.249.87.223,India,Delhi,False,0,False,True,61,True,False,11.13,0,1,3,False,10,13.57,LOW
USR10263,webbrandy,DBA,HR,2026-01-01 07:32:11,15,Saturday,Tablet,True,44.171.32.133,Brazil,Sao Paulo,False,1,True,True,145,True,True,52.62,1,3,3,True,7,58.31,MEDIUM
USR10264,kwoodard,Admin,Security,2026-02-18 01:19:48,17,Saturday,Windows Laptop,True,64.136.116.226,India,Hyderabad,False,0,False,True,264,True,False,23.47,1,1,5,True,13,22.73,LOW
USR10265,carol93,Developer,Security,2026-04-29 19:14:35,6,Tuesday,Linux Workstation,False,125.121.89.198,India,Hyderabad,False,3,True,True,384,False,False,32.41,2,0,6,False,4,37.2,MEDIUM
USR10266,webbmolly,Manager,Security,2026-01-15 03:29:12,10,Sunday,Windows Laptop,False,119.124.82.128,Russia,Moscow,False,4,True,True,265,False,False,54.04,3,2,6,True,3,72.02,MEDIUM
USR10267,megan19,Manager,IT,2026-02-03 13:55:56,13,Thursday,Mobile,True,223.21.190.123,India,Pune,False,1,False,True,407,False,False,8.7,0,0,5,False,15,9.35,LOW
USR10268,danielleclark,DBA,IT,2026-05-27 18:37:48,8,Wednesday,Mobile,True,142.83.16.109,India,Bengaluru,False,0,False,False,72,True,False,13.71,1,0,2,False,6,9.86,LOW
USR10269,pkoch,Admin,Operations,2026-02-17 03:38:36,11,Monday,Linux Workstation,True,38.72.244.220,India,Mumbai,False,1,False,True,183,True,False,22.08,0,0,0,False,9,16.04,LOW
USR10270,eric97,SecurityAnalyst,IT,2026-03-21 16:07:53,15,Monday,MacBook,False,65.187.78.84,India,Mumbai,True,4,False,True,427,False,True,39.11,2,1,7,False,13,53.55,MEDIUM
USR10271,rodney82,Admin,HR,2026-04-24 22:31:24,8,Saturday,Windows Laptop,True,30.73.112.246,India,Bengaluru,False,1,False,False,297,True,False,25.59,0,1,1,True,5,25.8,LOW
USR10272,mpowell,Manager,IT,2026-01-25 05:16:42,14,Wednesday,Mobile,True,207.211.19.238,India,Mumbai,False,4,False,True,103,False,False,44.72,2,2,8,False,16,64.36,MEDIUM
USR10273,sherry55,DBA,IT,2026-04-06 22:18:18,14,Wednesday,Linux Workstation,True,48.228.166.127,India,Pune,False,0,True,True,425,True,False,23.97,0,0,5,False,17,11.98,LOW
USR10274,hunter84,Admin,Finance,2026-04-15 12:02:00,13,Tuesday,MacBook,True,105.221.119.138,India,Delhi,False,1,False,True,129,True,False,27.74,0,1,0,False,12,26.87,LOW
USR10275,victoria43,Developer,Finance,2026-01-09 09:54:56,14,Saturday,Mobile,True,197.201.24.163,India,Delhi,False,1,False,True,306,False,False,27.96,1,1,1,True,19,29.98,LOW
USR10276,bryantgloria,SecurityAnalyst,Operations,2026-06-07 17:28:47,9,Saturday,MacBook,True,171.210.82.131,India,Pune,False,1,False,True,475,False,False,10.17,0,1,1,True,20,18.09,LOW
USR10277,ujohnson,Manager,Operations,2026-06-14 11:19:21,13,Wednesday,MacBook,True,145.214.50.59,India,Pune,False,1,False,False,63,False,False,26.79,1,1,1,False,18,29.39,LOW
USR10278,lindsay11,SecurityAnalyst,Operations,2026-02-28 14:37:17,17,Tuesday,Tablet,True,65.66.74.187,India,Bengaluru,False,0,False,False,202,False,False,14.5,0,1,4,False,19,15.25,LOW
USR10279,crystal41,Admin,Security,2026-01-11 17:06:55,9,Sunday,Tablet,True,188.81.121.164,India,Mumbai,False,0,True,True,189,True,False,2.06,1,0,0,True,11,4.03,LOW
USR10280,grich,SecurityAnalyst,Finance,2026-05-24 00:11:37,10,Monday,MacBook,True,46.239.178.154,India,Mumbai,False,0,False,True,487,False,False,19.48,0,1,4,False,20,17.74,LOW
USR10281,ywells,SecurityAnalyst,Operations,2026-05-02 20:29:01,18,Tuesday,Linux Workstation,True,130.95.113.208,India,Mumbai,False,1,False,False,236,False,False,5.55,1,0,1,False,7,10.78,LOW
USR10282,robinsantiago,Manager,IT,2026-03-20 08:49:54,8,Sunday,Windows Laptop,True,124.243.231.53,India,Hyderabad,False,0,True,True,460,False,False,15.56,1,0,3,True,18,10.78,LOW
USR10283,andrew55,Developer,Operations,2026-03-05 03:00:43,8,Sunday,Linux Workstation,True,8.137.53.253,India,Bengaluru,False,0,False,True,106,False,False,17.47,1,0,2,True,5,11.73,LOW
USR10284,fcastillo,Manager,HR,2026-04-09 18:32:01,23,Saturday,Linux Workstation,False,12.53.23.165,Singapore,Singapore,True,9,False,True,414,False,True,80.17,9,3,24,True,9,136.09,HIGH
USR10285,marksrobert,DBA,Operations,2026-05-21 07:49:07,14,Friday,MacBook,True,24.90.147.199,India,Mumbai,False,1,True,True,342,True,False,11.51,1,1,2,False,8,21.75,LOW
USR10286,jwilliams,Admin,IT,2026-05-15 16:37:46,8,Friday,Windows Laptop,True,167.54.138.236,India,Bengaluru,False,0,False,True,196,True,False,23.49,0,1,4,False,18,19.74,LOW
USR10287,michael58,SecurityAnalyst,IT,2026-01-18 09:48:59,3,Wednesday,Linux Workstation,False,196.71.106.6,Netherlands,Amsterdam,True,8,False,False,485,False,True,94.6,4,4,25,False,18,131.3,HIGH
USR10288,alvaradowilliam,Developer,IT,2026-04-30 13:35:37,16,Tuesday,Tablet,True,72.80.148.250,India,Hyderabad,False,1,False,True,268,False,False,0.91,0,0,0,False,1,5.46,LOW
USR10289,kimberlymorales,DBA,IT,2026-04-07 01:57:32,18,Wednesday,MacBook,True,45.52.161.21,India,Hyderabad,False,0,False,True,84,True,False,14.31,0,1,2,False,3,15.16,LOW
USR10290,erikaroberts,Admin,HR,2026-02-23 15:54:28,14,Friday,MacBook,True,112.139.140.19,India,Mumbai,False,0,False,True,436,True,False,18.27,0,0,3,False,16,9.13,LOW
USR10291,dmason,DBA,Finance,2026-03-17 09:51:27,15,Monday,Mobile,True,223.117.157.130,India,Hyderabad,False,1,True,True,88,True,False,24.89,0,0,0,False,20,17.45,LOW
USR10292,barry98,Admin,HR,2026-05-12 13:56:01,11,Tuesday,Mobile,True,22.38.145.181,India,Pune,False,1,True,False,401,True,False,8.41,1,1,2,False,10,20.2,LOW
USR10293,gayerin,Developer,Security,2026-04-10 21:16:55,13,Sunday,Tablet,True,107.10.91.159,India,Bengaluru,False,1,True,False,488,False,False,8.74,0,0,4,True,6,9.37,LOW
USR10294,svillarreal,Admin,HR,2026-04-19 16:32:40,14,Thursday,Mobile,False,65.123.32.129,Netherlands,Amsterdam,True,3,True,True,214,True,False,53.85,3,1,6,False,11,58.92,MEDIUM
USR10295,melissacoleman,Developer,Operations,2026-02-01 09:48:07,14,Tuesday,Mobile,True,209.150.234.250,India,Mumbai,False,0,False,False,106,False,False,13.83,1,0,4,False,7,9.91,LOW
USR10296,anthonymorales,DBA,Operations,2026-04-23 03:26:54,8,Wednesday,Mobile,True,137.15.241.196,India,Delhi,False,1,False,True,180,True,False,26.43,0,1,3,False,10,26.21,LOW
USR10297,mhart,SecurityAnalyst,Finance,2026-01-03 21:35:33,1,Saturday,Tablet,False,48.97.130.57,Russia,Moscow,True,8,True,False,407,False,True,60.99,6,6,21,True,12,136.5,HIGH
USR10298,jtorres,Manager,Security,2026-03-04 23:52:55,12,Wednesday,MacBook,True,192.11.76.149,India,Mumbai,False,1,False,True,334,False,False,4.68,1,0,5,False,13,10.34,LOW
USR10299,jeffrey92,Manager,Security,2026-04-09 14:26:53,11,Friday,Mobile,True,137.52.113.47,India,Pune,False,1,True,False,185,False,False,7.49,0,1,1,False,2,16.75,LOW
USR10300,ztran,Manager,IT,2026-06-13 20:04:15,8,Saturday,Windows Laptop,True,76.21.104.56,India,Bengaluru,False,0,True,True,68,False,False,13.41,1,1,0,True,4,17.7,LOW
USR10301,michaelbanks,DBA,IT,2026-03-06 16:23:29,2,Wednesday,MacBook,False,112.125.21.119,Singapore,Singapore,True,8,False,True,460,True,True,96.18,3,6,11,False,13,145.09,HIGH
USR10302,nicholas22,DBA,Finance,2026-01-08 06:29:48,9,Thursday,MacBook,True,108.243.50.5,India,Bengaluru,False,0,True,False,31,True,False,17.17,0,0,2,False,19,8.59,LOW
USR10303,tiffanyfarmer,Admin,HR,2026-04-05 02:47:18,16,Tuesday,Linux Workstation,False,55.82.54.16,India,Hyderabad,True,3,False,True,252,True,True,45.54,4,2,10,False,8,65.77,MEDIUM
USR10304,thomasgarcia,DBA,Operations,2026-01-22 18:16:40,22,Wednesday,MacBook,False,103.159.8.118,Singapore,Singapore,True,8,True,True,127,True,True,95.97,9,6,24,False,8,162.99,HIGH
USR10305,reidtimothy,Admin,HR,2026-02-10 06:34:31,12,Thursday,Windows Laptop,True,11.230.149.17,India,Hyderabad,False,0,False,True,130,True,False,14.7,1,0,3,False,11,10.35,LOW
USR10306,amandawall,Developer,Finance,2026-04-20 17:16:08,15,Monday,Tablet,True,129.145.47.181,India,Mumbai,False,1,True,True,496,False,False,14.42,1,1,2,False,16,23.21,LOW
USR10307,jmoody,Developer,HR,2026-04-06 07:30:37,13,Tuesday,Windows Laptop,True,192.218.228.27,India,Pune,False,0,False,True,42,False,False,18.09,1,0,1,False,19,12.04,LOW
USR10308,greencatherine,Admin,Security,2026-02-11 14:50:33,18,Tuesday,Windows Laptop,False,165.20.236.37,India,Hyderabad,False,3,False,False,219,True,False,33.49,3,0,5,False,9,40.75,MEDIUM
USR10309,henrytownsend,Admin,Finance,2026-03-23 15:26:32,18,Friday,Tablet,True,167.189.83.14,India,Mumbai,False,1,True,True,282,True,False,27.03,1,0,5,False,20,21.52,LOW
USR10310,smithjoshua,SecurityAnalyst,Security,2026-01-08 02:03:03,7,Friday,Linux Workstation,False,85.190.115.209,Russia,Moscow,False,3,False,False,445,False,False,48.83,2,1,10,False,2,53.41,MEDIUM
USR10311,pughdanny,Developer,Security,2026-05-14 16:30:55,11,Monday,Tablet,True,154.3.88.46,India,Pune,False,0,False,True,303,False,False,4.55,0,0,3,False,1,2.27,LOW
USR10312,eduardofuentes,Admin,HR,2026-01-15 02:10:51,12,Friday,Linux Workstation,True,181.118.156.95,India,Pune,False,0,False,False,470,True,False,23.77,0,1,2,False,9,19.88,LOW
USR10313,priddle,DBA,Finance,2026-04-22 09:58:55,16,Monday,Tablet,True,209.215.236.245,India,Bengaluru,False,1,False,True,425,True,False,10.46,1,1,5,False,14,21.23,LOW
USR10314,curtisjames,DBA,IT,2026-05-18 12:01:36,11,Sunday,Mobile,False,158.126.41.33,Netherlands,Amsterdam,True,2,False,False,372,True,False,43.39,2,2,4,True,18,53.7,MEDIUM
USR10315,gpena,DBA,IT,2026-05-13 01:55:34,0,Wednesday,Mobile,False,175.227.250.52,Germany,Berlin,True,8,False,True,319,True,True,92.65,5,3,14,False,6,125.33,HIGH
USR10316,beth40,Admin,IT,2026-04-08 04:19:12,18,Thursday,Mobile,True,70.159.161.218,India,Pune,False,0,True,True,115,True,False,0.94,0,0,3,False,1,0.47,LOW
USR10317,mikayla24,DBA,HR,2026-05-02 14:26:42,12,Thursday,Mobile,True,49.213.41.244,India,Mumbai,False,1,False,False,242,True,False,13.27,1,0,0,False,13,14.63,LOW
USR10318,ocollins,Admin,Finance,2026-05-22 02:16:18,8,Thursday,Tablet,True,180.111.78.205,India,Pune,False,0,False,False,97,True,False,16.33,0,1,2,False,17,16.16,LOW
USR10319,evansjennifer,DBA,Operations,2026-02-28 15:56:48,3,Tuesday,Linux Workstation,False,191.100.19.157,Netherlands,Amsterdam,True,7,True,False,241,True,True,90.01,10,9,13,False,13,182.0,HIGH
USR10320,martinezdeborah,Developer,Operations,2026-05-13 14:37:30,11,Friday,Tablet,True,30.159.36.77,India,Pune,False,1,True,True,420,False,False,16.79,1,1,0,False,7,24.39,LOW
USR10321,melissa51,SecurityAnalyst,Operations,2026-04-20 08:53:15,12,Sunday,MacBook,True,43.114.90.189,India,Mumbai,False,0,False,False,339,False,False,10.83,0,1,1,True,11,13.41,LOW
USR10322,dylan67,Manager,Operations,2026-03-22 05:09:53,17,Thursday,Mobile,True,33.7.95.248,India,Mumbai,False,0,False,True,216,False,False,20.98,1,0,2,False,2,13.49,LOW
USR10323,wproctor,DBA,HR,2026-04-26 00:20:59,10,Friday,MacBook,True,94.87.180.213,Netherlands,Amsterdam,True,4,True,True,214,True,False,50.78,1,0,4,False,13,48.39,MEDIUM
USR10324,lopezlaura,Admin,Operations,2026-05-08 16:56:15,11,Monday,Tablet,True,44.146.79.61,India,Delhi,False,0,False,True,141,True,False,24.05,0,0,4,False,3,12.03,LOW
USR10325,michaelnash,DBA,IT,2026-06-05 14:00:19,14,Tuesday,MacBook,True,221.248.57.4,India,Mumbai,False,1,False,True,343,True,False,4.45,0,1,2,False,3,15.22,LOW
USR10326,carmenmoore,DBA,Security,2026-04-16 02:27:05,9,Friday,Windows Laptop,True,53.203.130.235,India,Mumbai,False,1,False,True,279,True,False,26.67,0,1,4,False,9,26.34,LOW
USR10327,sherry39,SecurityAnalyst,Operations,2026-03-28 17:20:59,1,Saturday,Windows Laptop,False,34.204.40.220,Russia,Moscow,True,9,True,True,23,False,True,74.67,6,8,12,True,8,164.34,HIGH
USR10328,warrenkatherine,Manager,IT,2026-05-31 10:04:44,17,Friday,MacBook,True,149.159.43.170,India,Pune,False,1,False,True,22,False,False,19.14,1,0,1,False,7,17.57,LOW
USR10329,crystalroberson,Developer,IT,2026-05-31 01:08:39,9,Saturday,Mobile,True,164.48.197.48,India,Hyderabad,False,1,True,True,462,False,False,3.86,0,1,3,True,13,14.93,LOW
USR10330,goliver,Developer,IT,2026-01-25 17:18:11,14,Tuesday,Mobile,True,114.158.156.217,India,Mumbai,False,0,True,True,319,False,False,15.44,1,0,4,False,9,10.72,LOW
USR10331,donald48,DBA,HR,2026-02-05 05:42:01,16,Saturday,Tablet,True,191.124.135.253,India,Bengaluru,False,1,True,True,370,True,False,28.34,0,0,3,True,20,19.17,LOW
USR10332,jacob20,SecurityAnalyst,Security,2026-04-03 16:53:24,10,Monday,MacBook,True,1.173.161.198,India,Hyderabad,False,0,True,False,377,False,False,15.83,1,1,2,False,6,18.91,LOW
USR10333,hmoore,DBA,Finance,2026-02-08 08:09:49,17,Thursday,Linux Workstation,True,29.2.13.136,India,Bengaluru,False,0,False,True,223,True,False,2.69,1,0,5,False,3,4.34,LOW
USR10334,gomezbrandon,DBA,Security,2026-01-01 15:39:14,15,Saturday,Windows Laptop,True,200.50.128.27,India,Delhi,False,0,True,True,260,True,False,23.86,1,1,3,True,9,22.93,LOW
USR10335,bellolivia,Admin,HR,2026-05-18 19:38:05,15,Wednesday,Windows Laptop,True,33.121.18.226,India,Bengaluru,False,0,False,True,362,True,False,22.08,0,1,1,False,16,19.04,LOW
USR10336,christopher13,DBA,IT,2026-03-05 01:37:50,16,Tuesday,Windows Laptop,False,113.167.29.101,Singapore,Singapore,False,3,True,True,370,True,False,47.77,3,1,2,False,18,55.89,MEDIUM
USR10337,jaclynhouse,Admin,Finance,2026-06-08 10:36:52,15,Sunday,Tablet,False,179.185.202.54,Brazil,Sao Paulo,True,3,False,True,118,True,True,39.03,1,0,5,True,15,37.52,MEDIUM
USR10338,samanthamcmillan,DBA,Finance,2026-04-26 15:24:22,18,Tuesday,Tablet,True,37.102.220.96,India,Bengaluru,False,0,False,True,146,True,False,25.55,1,1,2,False,1,23.77,LOW
USR10339,orrshelly,Developer,Operations,2026-04-14 04:18:33,14,Saturday,Windows Laptop,True,191.104.7.126,India,Pune,False,1,True,True,490,False,False,8.05,0,0,2,True,14,9.03,LOW
USR10340,amyanderson,Developer,Finance,2026-04-26 16:49:31,10,Friday,Linux Workstation,True,44.67.237.126,India,Mumbai,False,1,True,False,327,False,False,23.81,1,1,5,False,19,27.91,LOW
USR10341,marksanders,SecurityAnalyst,Security,2026-05-18 01:14:24,23,Saturday,Tablet,False,118.106.73.130,Netherlands,Amsterdam,True,7,True,True,229,False,True,63.6,5,7,22,True,3,137.8,HIGH
USR10342,timothysmith,Admin,Finance,2026-02-07 17:00:39,14,Wednesday,Windows Laptop,True,33.70.153.4,India,Hyderabad,False,0,False,False,327,True,False,16.14,0,1,4,False,11,16.07,LOW
USR10343,newmanwilliam,Developer,Security,2026-03-23 22:00:53,9,Monday,Mobile,True,117.240.251.179,India,Bengaluru,False,0,False,False,83,False,False,12.62,1,0,5,False,8,9.31,LOW
USR10344,jensencarl,Manager,Finance,2026-02-03 16:30:33,8,Monday,Tablet,True,185.237.181.176,India,Hyderabad,False,0,False,True,32,False,False,23.0,1,0,1,False,3,14.5,LOW
USR10345,hbates,Developer,HR,2026-02-24 21:13:00,8,Wednesday,Windows Laptop,True,142.145.11.219,India,Mumbai,False,0,True,True,444,False,False,20.93,0,1,2,False,11,18.46,LOW
USR10346,cbush,Admin,IT,2026-04-06 07:17:21,16,Friday,Mobile,True,140.177.72.117,India,Mumbai,False,1,True,False,394,True,False,17.82,0,0,4,False,12,13.91,LOW
USR10347,osingh,Admin,Operations,2026-05-31 06:58:40,9,Wednesday,Linux Workstation,True,179.13.84.32,India,Hyderabad,True,4,False,True,313,True,False,51.66,3,0,2,False,7,54.83,MEDIUM
USR10348,alexander21,Developer,Finance,2026-06-04 01:09:12,16,Wednesday,Mobile,True,206.7.29.195,India,Hyderabad,False,1,True,False,464,False,False,1.32,1,0,2,False,16,8.66,LOW
USR10349,carrlynn,DBA,Security,2026-02-23 06:22:55,8,Tuesday,Windows Laptop,True,4.173.219.214,Singapore,Singapore,True,3,True,True,258,True,False,53.38,4,2,4,False,2,69.69,MEDIUM
USR10350,achurch,Developer,Finance,2026-02-26 08:03:48,12,Thursday,MacBook,True,151.171.122.84,India,Hyderabad,False,1,False,True,191,False,False,8.37,0,1,3,False,7,17.18,LOW
USR10351,psullivan,DBA,HR,2026-03-28 13:49:52,9,Tuesday,Tablet,False,5.156.85.8,Brazil,Sao Paulo,False,3,True,False,312,True,True,55.36,5,0,4,False,1,57.68,MEDIUM
USR10352,edwardsjohn,DBA,Finance,2026-01-01 19:43:42,0,Tuesday,Tablet,False,117.222.186.9,Brazil,Sao Paulo,True,7,False,True,239,True,True,86.84,7,7,16,False,7,155.42,HIGH
USR10353,margaret29,DBA,HR,2026-03-09 10:29:06,13,Wednesday,Windows Laptop,True,132.120.104.32,India,Hyderabad,False,0,False,True,110,True,False,15.49,1,1,1,False,2,18.75,LOW
USR10354,gordonemily,SecurityAnalyst,IT,2026-05-18 23:57:05,11,Thursday,MacBook,False,129.35.168.141,Germany,Berlin,True,1,False,True,185,False,False,56.62,2,0,4,False,18,39.31,MEDIUM
USR10355,andersonmichele,Developer,HR,2026-04-19 12:33:19,9,Wednesday,Windows Laptop,True,199.201.194.24,India,Pune,False,0,False,True,481,False,False,29.73,1,1,5,False,15,25.87,LOW
USR10356,ajackson,Manager,Security,2026-01-16 03:45:09,9,Sunday,MacBook,True,35.77.25.223,India,Pune,False,1,False,True,155,False,False,16.07,1,0,4,True,19,16.04,LOW
USR10357,thomasdavid,DBA,IT,2026-01-29 09:08:45,22,Sunday,Linux Workstation,False,12.140.173.139,Russia,Moscow,True,10,False,True,432,True,True,60.67,8,10,29,True,18,184.34,HIGH
USR10358,marcusvasquez,Admin,HR,2026-03-18 18:22:25,10,Thursday,MacBook,True,166.131.22.38,India,Hyderabad,False,0,False,True,485,True,False,28.38,1,1,4,False,5,25.19,LOW
USR10359,vanderson,SecurityAnalyst,Security,2026-01-31 14:34:48,15,Saturday,Tablet,True,212.199.3.122,India,Delhi,False,0,False,True,246,False,False,28.19,0,0,2,True,14,14.1,LOW
USR10360,kellypalmer,SecurityAnalyst,HR,2026-05-13 12:28:46,8,Thursday,Tablet,True,147.136.86.250,India,Mumbai,False,1,False,True,494,False,False,5.19,0,1,3,False,16,15.6,LOW
USR10361,chavezkimberly,Admin,Finance,2026-02-03 23:10:16,8,Thursday,Linux Workstation,True,59.244.5.219,India,Pune,False,1,False,False,114,True,False,29.9,0,0,4,False,10,19.95,LOW
USR10362,nicholas04,Admin,Finance,2026-05-06 22:25:45,12,Sunday,MacBook,True,171.205.7.66,India,Pune,False,1,False,False,473,True,False,25.6,0,0,5,True,16,17.8,LOW
USR10363,dana03,SecurityAnalyst,Finance,2026-05-09 14:08:43,10,Saturday,Windows Laptop,True,14.232.223.82,India,Bengaluru,False,1,False,False,66,False,False,26.95,0,0,0,True,15,18.48,LOW
USR10364,megan62,Admin,Operations,2026-06-13 23:34:34,10,Wednesday,MacBook,True,88.131.25.185,India,Mumbai,False,1,False,True,324,True,False,28.8,1,1,3,False,4,30.4,LOW
USR10365,andrew74,Developer,HR,2026-01-30 12:40:24,17,Sunday,MacBook,True,204.106.227.130,India,Delhi,False,0,False,True,433,False,False,4.59,1,0,0,True,16,5.29,LOW
USR10366,martinezjennifer,SecurityAnalyst,IT,2026-04-30 22:01:27,14,Wednesday,Linux Workstation,True,91.106.4.110,India,Delhi,False,0,True,True,231,False,False,13.39,1,1,4,False,3,17.7,LOW
USR10367,allenmark,DBA,Finance,2026-03-23 06:34:12,1,Tuesday,Windows Laptop,False,130.212.159.3,Singapore,Singapore,True,7,True,True,175,True,True,73.11,5,7,14,False,11,142.56,HIGH
USR10368,madisongrant,DBA,Operations,2026-05-10 03:42:44,14,Wednesday,MacBook,True,57.126.206.252,India,Mumbai,False,1,False,True,326,True,False,20.61,1,1,2,False,5,26.3,LOW
USR10369,hoffmanomar,DBA,IT,2026-03-11 13:21:10,11,Thursday,Windows Laptop,True,52.10.120.66,India,Mumbai,False,0,True,False,71,True,False,29.05,1,0,4,False,3,17.52,LOW
USR10370,ellen28,Admin,Finance,2026-05-27 20:13:15,0,Tuesday,Linux Workstation,False,119.236.203.29,Singapore,Singapore,True,6,False,True,106,True,True,74.48,7,9,20,False,19,160.24,HIGH
USR10371,gary37,Developer,Operations,2026-03-06 06:01:56,11,Thursday,Tablet,True,15.35.229.162,India,Hyderabad,False,1,False,False,31,False,False,6.53,0,0,2,False,13,8.27,LOW
USR10372,karenmeza,DBA,IT,2026-03-03 03:04:26,10,Thursday,Linux Workstation,True,7.2.38.57,India,Delhi,False,0,True,True,26,True,False,4.5,1,1,3,False,20,13.25,LOW
USR10373,robert83,Developer,Operations,2026-06-12 05:10:58,9,Wednesday,Windows Laptop,True,218.50.196.30,India,Pune,False,0,False,True,128,False,False,6.87,0,1,2,False,4,11.44,LOW
