query_id,user_id,role,department,database_name,table_name,query_type,query_text,rows_accessed,execution_time_ms,timestamp,hour,day_of_week,weekend_access,source_ip,country,device_type,sensitive_table,download_size_mb,failed_query_attempts,query_frequency_last_hour,database_sensitivity,privileged_user,behavior_anomaly_score,risk_label
QRY003261,USR00720,Manager,IT,FinanceDB,products,INSERT,INSERT INTO products VALUES (...),782,161,2026-01-24 20:47:49,2,Wednesday,False,29.243.9.180,India,Tablet,False,9.47,1,10,HIGH,False,24.03,LOW
QRY003262,USR01027,Manager,IT,AuditDB,logs,SELECT,SELECT * FROM logs,44791,2738,2026-02-17 20:09:31,16,Sunday,True,83.155.213.68,Germany,MacBook,False,12.17,2,22,CRITICAL,False,54.7,MEDIUM
QRY003263,USR00975,Developer,Security,PayrollDB,logs,UPDATE,UPDATE logs SET status='active',436,120,2026-01-15 17:18:23,12,Monday,False,174.220.78.181,India,Windows Laptop,False,3.49,1,1,MEDIUM,False,9.89,LOW
QRY003264,USR00132,Developer,Finance,PayrollDB,bank_accounts,UPDATE,UPDATE bank_accounts SET status='active',20407,2016,2026-02-11 18:07:42,17,Saturday,True,213.157.66.16,Brazil,Mobile,True,83.88,1,27,CRITICAL,False,58.93,MEDIUM
QRY003265,USR01091,DBA,Security,AuditDB,products,INSERT,INSERT INTO products VALUES (...),519,491,2026-03-07 07:18:25,7,Sunday,True,78.173.48.246,India,MacBook,False,1.73,1,4,HIGH,True,14.22,LOW
QRY003266,USR00067,Admin,Security,PayrollDB,tickets,UPDATE,UPDATE tickets SET status='active',133,281,2026-04-28 08:15:13,7,Tuesday,False,95.18.252.137,India,Mobile,False,6.91,0,4,CRITICAL,True,6.7,LOW
QRY003267,USR00411,SecurityAnalyst,Security,HRDB,logs,INSERT,INSERT INTO logs VALUES (...),602,381,2026-06-15 00:55:08,12,Tuesday,False,51.248.232.139,India,Linux Workstation,False,3.35,1,10,HIGH,False,23.4,LOW
QRY003268,USR00462,Manager,IT,AuditDB,employees,DELETE,DELETE FROM employees,594907,12377,2026-06-13 08:13:39,7,Tuesday,False,16.206.187.209,Russia,Windows Laptop,True,214.06,10,41,LOW,False,222.4,HIGH
QRY003269,USR01073,Admin,IT,PayrollDB,tickets,SELECT,SELECT * FROM tickets,905,105,2026-02-25 15:05:39,10,Saturday,True,80.145.169.100,India,Mobile,False,4.98,1,1,LOW,True,10.09,LOW
QRY003270,USR00746,SecurityAnalyst,Operations,PayrollDB,products,INSERT,INSERT INTO products VALUES (...),301,483,2026-02-26 06:30:57,11,Saturday,True,120.158.37.135,India,Windows Laptop,False,4.95,1,4,LOW,False,14.53,LOW
QRY003271,USR00837,Admin,HR,FinanceDB,logs,UPDATE,UPDATE logs SET status='active',919,422,2026-01-09 00:55:16,22,Saturday,True,130.216.116.26,India,Windows Laptop,False,2.36,1,10,MEDIUM,True,23.33,LOW
QRY003272,USR00063,Manager,IT,AuditDB,tickets,SELECT,SELECT * FROM tickets,282,381,2026-02-12 09:32:29,6,Wednesday,False,86.140.62.121,India,Windows Laptop,False,4.69,0,9,CRITICAL,False,14.0,LOW
QRY003273,USR00241,DBA,IT,FinanceDB,customers,DELETE,DELETE FROM customers,500607,5157,2026-05-10 22:59:18,15,Tuesday,False,150.132.186.198,Brazil,MacBook,True,328.79,5,36,HIGH,True,176.94,HIGH
QRY003274,USR00188,SecurityAnalyst,Operations,AuditDB,bank_accounts,DELETE,DELETE FROM bank_accounts,465166,8310,2026-01-26 21:44:31,0,Monday,False,196.15.1.72,Brazil,Linux Workstation,True,491.26,6,38,HIGH,False,200.64,HIGH
QRY003275,USR00439,DBA,Finance,PayrollDB,attendance,SELECT,SELECT * FROM attendance,65,442,2026-05-16 04:17:59,18,Friday,False,85.172.108.171,India,Linux Workstation,False,8.41,0,4,LOW,True,6.85,LOW
QRY003276,USR00588,Admin,Finance,FinanceDB,tickets,INSERT,INSERT INTO tickets VALUES (...),725,234,2026-03-29 15:01:48,10,Saturday,True,216.81.126.226,India,Tablet,False,4.16,0,3,CRITICAL,True,4.99,LOW
QRY003277,USR01185,Developer,Security,HRDB,tickets,INSERT,INSERT INTO tickets VALUES (...),194,415,2026-05-07 06:43:31,12,Saturday,True,29.119.92.140,India,Windows Laptop,False,0.84,0,4,HIGH,False,6.1,LOW
QRY003278,USR00437,SecurityAnalyst,Security,AuditDB,attendance,INSERT,INSERT INTO attendance VALUES (...),474,55,2026-03-29 05:17:21,20,Thursday,False,195.29.155.180,India,Mobile,False,4.79,0,4,MEDIUM,False,6.53,LOW
QRY003279,USR00936,Manager,Security,AuditDB,logs,INSERT,INSERT INTO logs VALUES (...),35,309,2026-05-16 01:52:47,13,Wednesday,False,63.39.15.138,India,Windows Laptop,False,8.22,0,2,LOW,False,3.83,LOW
QRY003280,USR01143,Admin,Security,PayrollDB,inventory,SELECT,SELECT * FROM inventory,717,202,2026-02-11 12:00:13,9,Thursday,False,13.156.131.63,India,Mobile,False,10.0,0,8,CRITICAL,True,13.07,LOW
QRY003281,USR00499,SecurityAnalyst,HR,HRDB,logs,INSERT,INSERT INTO logs VALUES (...),102,357,2026-05-15 10:24:42,21,Tuesday,False,144.251.164.107,India,Windows Laptop,False,1.17,0,2,HIGH,False,3.13,LOW
QRY003282,USR00327,Developer,Security,HRDB,products,UPDATE,UPDATE products SET status='active',434,298,2026-04-26 05:18:38,21,Saturday,True,93.153.242.82,India,Windows Laptop,False,7.27,1,7,MEDIUM,False,19.27,LOW
QRY003283,USR00690,DBA,Security,PayrollDB,attendance,UPDATE,UPDATE attendance SET status='active',904,150,2026-04-03 09:15:58,13,Sunday,True,190.214.166.251,India,Tablet,False,3.65,0,9,MEDIUM,True,13.96,LOW
QRY003284,USR01069,DBA,Operations,AuditDB,attendance,UPDATE,UPDATE attendance SET status='active',726,176,2026-03-21 17:02:11,9,Thursday,False,59.163.137.206,India,Mobile,False,6.96,0,6,MEDIUM,True,9.77,LOW
QRY003285,USR00947,Developer,Operations,FinanceDB,tickets,UPDATE,UPDATE tickets SET status='active',198,405,2026-02-19 14:55:17,1,Monday,False,162.60.186.86,India,Linux Workstation,False,0.73,0,1,MEDIUM,False,1.59,LOW
QRY003286,USR00424,Developer,Operations,AuditDB,products,UPDATE,UPDATE products SET status='active',193,30,2026-01-03 23:15:17,20,Saturday,True,31.49.95.211,India,Windows Laptop,False,6.52,1,2,MEDIUM,False,11.67,LOW
QRY003287,USR00756,Admin,Finance,FinanceDB,products,UPDATE,UPDATE products SET status='active',246,230,2026-02-12 00:10:48,9,Saturday,True,179.176.58.56,India,MacBook,False,7.45,0,1,LOW,True,2.27,LOW
QRY003288,USR00243,DBA,Operations,FinanceDB,inventory,INSERT,INSERT INTO inventory VALUES (...),28,187,2026-01-10 11:17:16,20,Tuesday,False,123.206.109.63,India,Tablet,False,5.29,1,1,CRITICAL,True,10.03,LOW
QRY003289,USR00214,Manager,Finance,AuditDB,inventory,SELECT,SELECT * FROM inventory,411,155,2026-02-03 20:29:32,15,Monday,False,98.234.34.60,India,Linux Workstation,False,6.64,1,7,HIGH,False,19.21,LOW
QRY003290,USR00226,Manager,Operations,FinanceDB,products,INSERT,INSERT INTO products VALUES (...),169,121,2026-06-03 05:32:10,11,Saturday,True,78.92.98.254,India,Mobile,False,3.01,0,6,CRITICAL,False,9.32,LOW
QRY003291,USR00774,Manager,IT,HRDB,tickets,UPDATE,UPDATE tickets SET status='active',61,218,2026-02-03 12:32:26,1,Wednesday,False,114.245.2.4,India,Mobile,False,3.36,0,10,MEDIUM,False,15.34,LOW
QRY003292,USR00823,Admin,Operations,CustomerDB,employees,SELECT,SELECT * FROM employees,416684,11418,2026-04-21 17:20:28,18,Thursday,False,71.134.206.158,Brazil,Windows Laptop,True,649.28,3,67,LOW,True,231.1,HIGH
QRY003293,USR00278,DBA,Security,FinanceDB,inventory,UPDATE,UPDATE inventory SET status='active',107,186,2026-04-04 12:32:37,14,Thursday,False,126.203.156.177,India,Linux Workstation,False,3.08,1,9,LOW,True,21.82,LOW
QRY003294,USR00226,Developer,Finance,HRDB,products,SELECT,SELECT * FROM products,643,26,2026-03-23 03:22:13,20,Saturday,True,214.144.123.56,India,Linux Workstation,False,3.66,1,6,CRITICAL,False,17.43,LOW
QRY003295,USR00190,Admin,Operations,CustomerDB,inventory,SELECT,SELECT * FROM inventory,904,500,2026-06-19 06:37:44,16,Monday,False,187.6.54.27,India,Mobile,False,6.52,0,8,LOW,True,12.74,LOW
QRY003296,USR00259,Developer,Finance,CustomerDB,tickets,SELECT,SELECT * FROM tickets,579,455,2026-05-21 16:45:51,13,Sunday,True,97.219.125.182,India,Mobile,False,9.24,1,8,CRITICAL,False,20.98,LOW
QRY003297,USR00097,Developer,IT,FinanceDB,products,SELECT,SELECT * FROM products,44079,872,2026-01-08 09:32:42,10,Wednesday,False,84.85.225.115,Brazil,MacBook,False,62.34,3,24,HIGH,False,70.64,MEDIUM
QRY003298,USR00805,SecurityAnalyst,Security,AuditDB,employees,DELETE,DELETE FROM employees,955028,8010,2026-01-02 23:49:38,1,Sunday,True,101.229.55.187,Germany,Linux Workstation,True,355.79,10,98,MEDIUM,False,358.08,HIGH
QRY003299,USR00064,Manager,Finance,HRDB,attendance,UPDATE,UPDATE attendance SET status='active',505,129,2026-04-18 10:18:27,20,Friday,False,6.217.86.126,India,Linux Workstation,False,9.52,0,6,MEDIUM,False,10.0,LOW
QRY003300,USR01137,Developer,Operations,PayrollDB,logs,INSERT,INSERT INTO logs VALUES (...),155,130,2026-01-17 00:19:47,5,Wednesday,False,212.15.25.186,India,Mobile,False,5.99,0,1,MEDIUM,False,2.11,LOW
QRY003301,USR00851,Manager,IT,AuditDB,attendance,INSERT,INSERT INTO attendance VALUES (...),200,450,2026-04-26 07:25:29,1,Friday,False,125.126.96.24,India,Windows Laptop,False,1.25,1,2,MEDIUM,False,11.14,LOW
QRY003302,USR00700,Admin,Finance,PayrollDB,products,SELECT,SELECT * FROM products,914,173,2026-05-28 06:31:38,8,Sunday,True,129.166.91.5,India,Tablet,False,5.14,0,2,MEDIUM,True,3.61,LOW
QRY003303,USR00148,Developer,HR,FinanceDB,inventory,SELECT,SELECT * FROM inventory,725,294,2026-05-07 03:24:37,17,Tuesday,False,56.183.149.51,India,MacBook,False,3.69,0,7,MEDIUM,False,10.94,LOW
QRY003304,USR00814,DBA,Operations,HRDB,logs,UPDATE,UPDATE logs SET status='active',833,60,2026-04-01 02:51:27,2,Wednesday,False,22.141.131.156,India,Windows Laptop,False,3.15,1,6,CRITICAL,True,17.4,LOW
QRY003305,USR01175,SecurityAnalyst,Finance,FinanceDB,logs,UPDATE,UPDATE logs SET status='active',314,273,2026-05-13 07:04:29,15,Thursday,False,167.95.18.89,India,Windows Laptop,False,5.86,1,6,LOW,False,17.62,LOW
QRY003306,USR00086,SecurityAnalyst,Operations,AuditDB,customers,SELECT,SELECT * FROM customers,171403,11019,2026-03-06 06:51:18,9,Sunday,True,104.91.137.81,Singapore,Windows Laptop,True,917.9,3,71,HIGH,False,239.43,HIGH
QRY003307,USR00643,Manager,Security,CustomerDB,products,INSERT,INSERT INTO products VALUES (...),914,105,2026-05-30 21:41:47,0,Wednesday,False,162.160.98.97,India,Linux Workstation,False,0.31,0,7,MEDIUM,False,10.62,LOW
QRY003308,USR00516,Developer,Operations,AuditDB,attendance,SELECT,SELECT * FROM attendance,936,50,2026-03-12 01:04:14,10,Friday,False,56.202.63.23,India,Linux Workstation,False,0.91,0,1,HIGH,False,1.68,LOW
QRY003309,USR00305,SecurityAnalyst,Operations,PayrollDB,products,UPDATE,UPDATE products SET status='active',94,347,2026-06-03 05:01:43,8,Saturday,True,196.169.201.79,India,MacBook,False,3.54,1,3,HIGH,False,12.86,LOW
QRY003310,USR00515,Manager,Operations,CustomerDB,products,UPDATE,UPDATE products SET status='active',291,67,2026-04-11 10:10:42,6,Sunday,True,160.204.142.185,India,MacBook,False,8.85,1,10,HIGH,False,23.91,LOW
QRY003311,USR00515,SecurityAnalyst,IT,PayrollDB,tickets,SELECT,SELECT * FROM tickets,686,46,2026-02-22 20:49:26,9,Saturday,True,222.86.76.141,India,Windows Laptop,False,4.13,0,8,CRITICAL,False,12.48,LOW
QRY003312,USR00864,Developer,Security,AuditDB,customers,SELECT,SELECT * FROM customers,744271,2078,2026-05-06 16:37:06,11,Wednesday,False,63.102.65.108,Brazil,Windows Laptop,True,629.3,9,43,HIGH,False,273.86,HIGH
QRY003313,USR00855,Developer,HR,HRDB,products,SELECT,SELECT * FROM products,895,412,2026-05-05 19:21:54,5,Friday,False,150.44.174.204,India,Tablet,False,4.86,0,9,MEDIUM,False,14.08,LOW
QRY003314,USR00214,DBA,Finance,CustomerDB,inventory,SELECT,SELECT * FROM inventory,340,47,2026-06-01 01:52:31,22,Wednesday,False,12.215.0.37,India,Mobile,False,8.74,0,4,CRITICAL,True,6.91,LOW
QRY003315,USR00135,Developer,IT,AuditDB,tickets,SELECT,SELECT * FROM tickets,809,188,2026-04-21 16:33:46,10,Monday,False,133.251.211.97,India,Linux Workstation,False,0.81,0,8,LOW,False,12.16,LOW
QRY003316,USR00956,DBA,Operations,HRDB,inventory,SELECT,SELECT * FROM inventory,832,225,2026-04-16 17:31:09,16,Thursday,False,171.186.36.144,India,Windows Laptop,False,4.77,1,5,MEDIUM,True,16.06,LOW
QRY003317,USR00613,DBA,IT,PayrollDB,logs,SELECT,SELECT * FROM logs,794,322,2026-03-11 18:43:55,5,Saturday,True,12.24.126.122,India,MacBook,False,2.11,0,3,HIGH,True,4.79,LOW
QRY003318,USR01128,Admin,HR,CustomerDB,logs,UPDATE,UPDATE logs SET status='active',814,208,2026-05-26 04:58:45,13,Wednesday,False,213.133.45.178,India,Tablet,False,7.34,1,1,MEDIUM,True,10.32,LOW
QRY003319,USR00439,SecurityAnalyst,Finance,CustomerDB,attendance,UPDATE,UPDATE attendance SET status='active',582,210,2026-04-10 20:50:49,18,Saturday,True,180.90.36.139,India,Linux Workstation,False,3.41,1,4,HIGH,False,14.4,LOW
QRY003320,USR00998,Developer,Operations,AuditDB,salary,SELECT,SELECT * FROM salary,43569,724,2026-03-24 06:22:20,7,Sunday,True,152.129.8.149,Germany,Linux Workstation,True,93.98,1,25,CRITICAL,False,59.25,MEDIUM
QRY003321,USR00959,Manager,Security,FinanceDB,inventory,INSERT,INSERT INTO inventory VALUES (...),804,103,2026-03-07 15:47:04,15,Monday,False,143.133.112.209,India,MacBook,False,1.75,0,3,MEDIUM,False,4.76,LOW
QRY003322,USR00461,Developer,Security,PayrollDB,attendance,UPDATE,UPDATE attendance SET status='active',278,290,2026-05-12 00:18:00,16,Wednesday,False,117.201.24.69,India,MacBook,False,7.79,1,5,HIGH,False,16.31,LOW
QRY003323,USR00613,Developer,IT,CustomerDB,products,SELECT,SELECT * FROM products,947,402,2026-03-03 03:25:02,11,Saturday,True,46.62.54.123,India,Tablet,False,4.99,0,8,MEDIUM,False,12.59,LOW
QRY003324,USR00704,Developer,Finance,CustomerDB,tickets,SELECT,SELECT * FROM tickets,573,23,2026-03-19 04:59:13,16,Saturday,True,154.109.231.161,India,Windows Laptop,False,3.79,0,10,CRITICAL,False,15.44,LOW
QRY003325,USR00849,Admin,Finance,HRDB,logs,SELECT,SELECT * FROM logs,10680,991,2026-03-10 20:52:02,4,Thursday,False,151.163.70.111,Brazil,Tablet,False,29.81,3,27,MEDIUM,True,68.55,MEDIUM
QRY003326,USR00298,Developer,HR,HRDB,tickets,UPDATE,UPDATE tickets SET status='active',499,125,2026-03-03 10:57:13,4,Friday,False,48.93.163.57,India,Tablet,False,4.64,1,5,HIGH,False,16.01,LOW
QRY003327,USR00819,SecurityAnalyst,IT,CustomerDB,attendance,INSERT,INSERT INTO attendance VALUES (...),234,260,2026-03-19 06:40:57,4,Saturday,True,148.220.78.156,India,Linux Workstation,False,0.49,0,4,MEDIUM,False,6.07,LOW
QRY003328,USR00414,Manager,Security,FinanceDB,logs,INSERT,INSERT INTO logs VALUES (...),930,468,2026-05-24 21:11:26,0,Monday,False,173.31.183.245,India,Mobile,False,8.8,0,3,LOW,False,5.47,LOW
QRY003329,USR00759,SecurityAnalyst,IT,PayrollDB,logs,SELECT,SELECT * FROM logs,163,448,2026-06-05 07:31:30,18,Wednesday,False,210.26.255.173,India,MacBook,False,9.29,0,4,CRITICAL,False,6.95,LOW
QRY003330,USR00911,SecurityAnalyst,Finance,HRDB,customers,SELECT,SELECT * FROM customers,921591,10511,2026-01-13 15:56:06,6,Tuesday,False,42.63.44.104,Russia,Linux Workstation,True,783.71,3,33,CRITICAL,False,244.03,HIGH
QRY003331,USR00701,Admin,Security,PayrollDB,products,SELECT,SELECT * FROM products,558,172,2026-04-28 06:23:45,21,Tuesday,False,106.80.99.181,India,Tablet,False,0.9,1,9,CRITICAL,True,21.65,LOW
QRY003332,USR00790,Developer,IT,PayrollDB,bank_accounts,UPDATE,UPDATE bank_accounts SET status='active',3896,2160,2026-03-02 08:01:01,8,Sunday,True,205.151.29.128,Brazil,Linux Workstation,True,72.15,2,17,MEDIUM,False,49.1,MEDIUM
QRY003333,USR00689,Manager,Security,HRDB,bank_accounts,SELECT,SELECT * FROM bank_accounts,155302,13380,2026-01-23 09:52:16,4,Thursday,False,136.26.169.23,Singapore,MacBook,True,180.93,4,79,MEDIUM,False,184.12,HIGH
QRY003334,USR00346,DBA,Finance,FinanceDB,credit_cards,SELECT,SELECT * FROM credit_cards,34231,861,2026-05-21 17:25:12,2,Thursday,False,81.200.116.217,Brazil,Tablet,True,42.12,2,18,LOW,True,50.64,MEDIUM
QRY003335,USR00590,Developer,Security,FinanceDB,logs,UPDATE,UPDATE logs SET status='active',462,123,2026-04-11 19:59:45,2,Wednesday,False,143.150.75.88,India,Tablet,False,5.92,0,9,LOW,False,14.14,LOW
QRY003336,USR01199,Admin,Security,PayrollDB,logs,SELECT,SELECT * FROM logs,169,23,2026-01-19 23:46:31,11,Tuesday,False,210.224.81.39,India,Mobile,False,7.7,0,5,LOW,True,8.29,LOW
QRY003337,USR00243,DBA,HR,PayrollDB,tickets,INSERT,INSERT INTO tickets VALUES (...),938,354,2026-02-10 20:49:28,4,Wednesday,False,116.118.240.99,India,Linux Workstation,False,9.46,0,2,HIGH,True,4.04,LOW
QRY003338,USR00518,SecurityAnalyst,Operations,FinanceDB,customers,SELECT,SELECT * FROM customers,534876,7288,2026-04-26 12:37:59,12,Wednesday,False,3.213.180.111,Brazil,Linux Workstation,True,132.19,9,35,MEDIUM,False,191.21,HIGH
QRY003339,USR00184,Manager,Operations,AuditDB,bank_accounts,UPDATE,UPDATE bank_accounts SET status='active',45200,2024,2026-06-17 17:19:44,3,Wednesday,False,91.152.73.47,India,Linux Workstation,True,44.75,1,10,LOW,False,31.99,MEDIUM
QRY003340,USR00367,DBA,IT,AuditDB,employees,UPDATE,UPDATE employees SET status='active',22783,1654,2026-03-21 09:35:20,18,Tuesday,False,205.28.74.142,Brazil,Tablet,True,39.09,1,19,LOW,True,42.69,MEDIUM
QRY003341,USR00608,Developer,IT,CustomerDB,bank_accounts,DELETE,DELETE FROM bank_accounts,625254,9719,2026-04-23 02:41:30,18,Saturday,True,16.207.200.54,Russia,MacBook,True,250.34,6,89,MEDIUM,False,269.06,HIGH
QRY003342,USR00808,Admin,Security,CustomerDB,products,INSERT,INSERT INTO products VALUES (...),17,200,2026-02-24 13:44:03,0,Thursday,False,199.196.229.9,India,Linux Workstation,False,3.47,0,7,CRITICAL,True,10.85,LOW
QRY003343,USR00177,Developer,IT,AuditDB,logs,UPDATE,UPDATE logs SET status='active',774,205,2026-03-14 09:35:19,13,Tuesday,False,214.203.57.2,India,Windows Laptop,False,9.95,1,10,CRITICAL,False,24.07,LOW
QRY003344,USR00024,Developer,Operations,AuditDB,credit_cards,SELECT,SELECT * FROM credit_cards,479132,13060,2026-04-28 23:57:53,13,Monday,False,107.89.95.144,Germany,Linux Workstation,True,789.05,6,30,MEDIUM,False,219.82,HIGH
QRY003345,USR00762,DBA,HR,AuditDB,bank_accounts,UPDATE,UPDATE bank_accounts SET status='active',49372,2010,2026-05-09 16:03:57,21,Sunday,True,89.68.197.97,India,MacBook,True,46.24,2,30,LOW,True,70.56,MEDIUM
QRY003346,USR00483,Developer,IT,AuditDB,salary,SELECT,SELECT * FROM salary,978787,6929,2026-01-03 02:11:06,8,Sunday,True,222.140.37.122,Brazil,Windows Laptop,True,967.88,6,85,HIGH,False,370.17,HIGH
QRY003347,USR00596,DBA,Operations,CustomerDB,attendance,SELECT,SELECT * FROM attendance,402,391,2026-03-02 15:40:46,8,Sunday,True,5.34.239.229,India,Tablet,False,5.68,0,7,CRITICAL,True,11.11,LOW
QRY003348,USR00673,SecurityAnalyst,Operations,HRDB,tickets,INSERT,INSERT INTO tickets VALUES (...),830,396,2026-05-21 18:55:57,4,Wednesday,False,186.71.248.19,India,Mobile,False,1.89,1,6,HIGH,False,17.27,LOW
QRY003349,USR00413,Admin,Operations,FinanceDB,products,INSERT,INSERT INTO products VALUES (...),261,480,2026-02-04 04:25:28,6,Monday,False,29.148.103.99,India,Windows Laptop,False,3.72,0,1,LOW,True,1.9,LOW
QRY003350,USR00149,SecurityAnalyst,Finance,CustomerDB,attendance,UPDATE,UPDATE attendance SET status='active',227,289,2026-01-27 09:01:41,23,Saturday,True,73.180.70.245,India,Mobile,False,2.69,0,3,MEDIUM,False,4.79,LOW
QRY003351,USR00626,Admin,Operations,PayrollDB,products,UPDATE,UPDATE products SET status='active',177,430,2026-01-23 16:31:22,10,Sunday,True,96.47.192.241,India,Windows Laptop,False,1.0,0,6,HIGH,True,9.12,LOW
QRY003352,USR00385,Admin,Operations,AuditDB,logs,INSERT,INSERT INTO logs VALUES (...),986,38,2026-01-06 18:06:11,10,Sunday,True,164.56.88.225,India,Windows Laptop,False,4.16,1,6,LOW,True,17.51,LOW
QRY003353,USR00046,Manager,Finance,CustomerDB,inventory,INSERT,INSERT INTO inventory VALUES (...),769,190,2026-06-03 05:34:49,10,Wednesday,False,199.121.14.132,India,MacBook,False,8.69,1,1,LOW,False,10.45,LOW
QRY003354,USR00456,Admin,HR,PayrollDB,logs,SELECT,SELECT * FROM logs,511,352,2026-06-03 21:47:03,0,Monday,False,214.203.36.175,India,MacBook,False,5.88,0,2,CRITICAL,True,3.64,LOW
QRY003355,USR01029,Developer,IT,HRDB,products,UPDATE,UPDATE products SET status='active',528,245,2026-06-15 04:58:16,14,Thursday,False,109.216.2.172,India,MacBook,False,8.34,0,10,HIGH,False,15.89,LOW
QRY003356,USR00418,DBA,Security,FinanceDB,products,UPDATE,UPDATE products SET status='active',52,236,2026-06-12 01:29:08,5,Thursday,False,167.3.70.45,India,Windows Laptop,False,1.94,0,5,CRITICAL,True,7.7,LOW
QRY003357,USR00841,SecurityAnalyst,Finance,FinanceDB,logs,SELECT,SELECT * FROM logs,334,268,2026-04-04 15:47:05,18,Wednesday,False,43.94.242.159,India,MacBook,False,7.18,1,5,MEDIUM,False,16.25,LOW
QRY003358,USR00721,Developer,Operations,FinanceDB,credit_cards,UPDATE,UPDATE credit_cards SET status='active',30167,1729,2026-03-23 15:00:58,6,Sunday,True,14.133.154.165,India,Tablet,True,19.91,2,24,MEDIUM,False,57.01,MEDIUM
QRY003359,USR00226,Manager,Security,CustomerDB,employees,SELECT,SELECT * FROM employees,871816,4023,2026-03-30 19:13:35,22,Tuesday,False,119.231.54.38,Germany,Linux Workstation,True,779.42,3,77,LOW,False,304.62,HIGH
QRY003360,USR00412,SecurityAnalyst,HR,HRDB,customers,UPDATE,UPDATE customers SET status='active',11747,2212,2026-04-26 16:29:07,4,Wednesday,False,128.82.111.211,India,Windows Laptop,True,19.47,1,25,MEDIUM,False,48.62,MEDIUM
QRY003361,USR00715,Manager,HR,PayrollDB,products,SELECT,SELECT * FROM products,404,337,2026-05-12 17:08:41,17,Thursday,False,97.141.199.81,India,Windows Laptop,False,4.1,1,3,MEDIUM,False,12.95,LOW
QRY003362,USR00160,Admin,HR,FinanceDB,employees,SELECT,SELECT * FROM employees,592033,3274,2026-01-04 12:54:48,14,Tuesday,False,154.108.241.143,Singapore,Mobile,True,577.42,8,53,MEDIUM,True,260.45,HIGH
QRY003363,USR00323,DBA,Operations,HRDB,logs,INSERT,INSERT INTO logs VALUES (...),952,63,2026-05-25 10:18:18,10,Friday,False,201.210.70.194,India,MacBook,False,1.88,1,6,HIGH,True,17.28,LOW
QRY003364,USR00220,SecurityAnalyst,IT,AuditDB,products,INSERT,INSERT INTO products VALUES (...),536,319,2026-06-03 11:27:34,15,Wednesday,False,204.101.145.96,India,Tablet,False,6.49,1,2,MEDIUM,False,11.7,LOW
QRY003365,USR00923,Admin,Security,HRDB,products,INSERT,INSERT INTO products VALUES (...),701,12,2026-04-02 22:02:57,18,Thursday,False,176.173.252.168,India,Windows Laptop,False,4.69,1,9,LOW,True,22.04,LOW
QRY003366,USR00929,Admin,Operations,AuditDB,tickets,UPDATE,UPDATE tickets SET status='active',786,413,2026-03-30 02:29:27,19,Saturday,True,93.37.182.75,India,Mobile,False,3.04,0,4,CRITICAL,True,6.38,LOW
QRY003367,USR01101,Admin,IT,AuditDB,logs,INSERT,INSERT INTO logs VALUES (...),47,209,2026-03-29 10:29:34,17,Tuesday,False,28.114.150.98,India,Linux Workstation,False,5.12,1,1,MEDIUM,True,10.02,LOW
QRY003368,USR01027,DBA,IT,PayrollDB,bank_accounts,DELETE,DELETE FROM bank_accounts,146502,14134,2026-05-31 17:15:21,4,Monday,False,168.53.201.99,Germany,Windows Laptop,True,982.65,6,63,HIGH,True,255.42,HIGH
QRY003369,USR00042,SecurityAnalyst,HR,FinanceDB,attendance,INSERT,INSERT INTO attendance VALUES (...),372,108,2026-03-24 11:14:38,8,Thursday,False,38.16.10.104,India,Linux Workstation,False,9.66,1,7,MEDIUM,False,19.5,LOW
QRY003370,USR01040,Admin,Operations,PayrollDB,inventory,UPDATE,UPDATE inventory SET status='active',557,335,2026-03-08 21:53:13,10,Monday,False,214.186.212.101,India,Tablet,False,9.9,1,6,MEDIUM,True,18.05,LOW
QRY003371,USR00549,Admin,IT,AuditDB,bank_accounts,DELETE,DELETE FROM bank_accounts,940012,2845,2026-05-03 07:17:39,8,Friday,False,121.175.230.255,Germany,Mobile,True,736.05,6,98,MEDIUM,True,362.61,HIGH
QRY003372,USR00452,Admin,Operations,FinanceDB,tickets,SELECT,SELECT * FROM tickets,669,32,2026-01-08 21:52:02,8,Friday,False,42.11.13.95,India,MacBook,False,9.89,0,3,HIGH,True,5.56,LOW
QRY003373,USR00887,DBA,Operations,CustomerDB,tickets,SELECT,SELECT * FROM tickets,49364,1251,2026-06-07 18:44:02,7,Wednesday,False,221.127.67.123,India,Tablet,False,16.82,1,27,HIGH,True,55.12,MEDIUM
QRY003374,USR01103,Manager,Security,CustomerDB,tickets,INSERT,INSERT INTO tickets VALUES (...),80,286,2026-06-08 20:09:30,23,Saturday,True,107.188.42.91,India,MacBook,False,2.73,0,7,LOW,False,10.78,LOW
QRY003375,USR00547,Admin,Operations,AuditDB,bank_accounts,UPDATE,UPDATE bank_accounts SET status='active',6199,844,2026-01-15 05:46:21,8,Monday,False,179.101.8.134,India,Mobile,True,18.17,3,27,MEDIUM,True,66.94,MEDIUM
QRY003376,USR00841,Manager,Security,FinanceDB,logs,SELECT,SELECT * FROM logs,411,424,2026-02-23 12:47:39,3,Sunday,True,1.64.81.156,India,Tablet,False,4.01,0,4,HIGH,False,6.44,LOW
QRY003377,USR01079,DBA,Operations,HRDB,logs,UPDATE,UPDATE logs SET status='active',1386,742,2026-06-13 09:24:19,4,Friday,False,63.246.12.59,Germany,MacBook,False,24.26,3,22,MEDIUM,True,59.56,MEDIUM
